cID,k_original,k_analyzed,k_conventional,n_outliers_identified,n_outliers_removed,residual_screen_fallback,pet_peese_method,pet_peese_estimate,pet_peese_se,pet_peese_p_value,small_study_effect_p_value,random_effect_estimate,random_effect_se,random_effect_p_value,random_effect_tau2,random_effect_fallback,pet_peese_vs_random_deviation,pet_peese_vs_random_percentage_deviation
2642-3,10,10,10,0,0,FALSE,PEESE,1.1504362184098027,0.19776896516005701,0.0013818375667619812,0.6245307313733182,1.1031334419461556,0.14005436930917897,3.6068691866478883e-5,0.06605887694076483,FALSE,0.04730277646364711,4.288037572335331
2642-4,10,9,9,1,1,FALSE,PET,0.5797026393192274,0.5883108552084755,0.3786774201383561,0.15521514805399805,1.8282765255742226,0.5366859471684807,0.0095449944666997,1.2196962239060825,FALSE,-1.248573886254995,-68.29239826633145
2642-5,10,10,10,0,0,FALSE,PET,0.6537531998194394,0.36485917880168817,0.12345755400044078,0.6360381906879804,0.7467128703083105,0.276715287618918,0.028045602159892276,3.730105653138773e-7,FALSE,-0.0929596704888711,-12.449185514974312
2642-6,12,12,12,0,0,FALSE,PET,-0.10276785594799201,0.4070888859201308,0.8087113544599591,0.32996108994055434,0.5159248061425556,0.23443741223348974,0.05009433351275549,0.31088296762716405,FALSE,-0.41315695019456367,-80.0808461379552
2642-7,12,12,12,0,0,FALSE,PET,-0.015674811683794258,0.36232992652502344,0.9667857410585197,0.30840138884682083,-0.5816068188086252,0.19919768243536815,0.01401777192935563,0.21955020272037074,FALSE,-0.5659320071248309,-97.30491267005726
2642-8,8,8,8,0,0,FALSE,PET,0.11324915498650945,0.4486660427875239,0.8178077717693888,0.19009146381015116,-0.5889197767953959,0.24313113347114848,0.04606700870339966,0.21972033943626362,FALSE,-0.4756706218088864,-80.77002005217855
2642-9,8,8,8,0,0,FALSE,PET,-0.035555966706164115,0.1815931504683108,0.8583320216863264,0.2714829174879469,-0.285489233925574,0.11815641542621412,0.04795327989059983,0.04229438133594358,FALSE,-0.2499332672194099,-87.54560155657798
2683-1,446,328,328,118,118,FALSE,PEESE,0.48188445790249096,0.1802468318345382,0.01845651577172933,0.08584118126844652,0.47974961188988735,0.1802119990741225,0.018846659430655246,0.4019833238528871,FALSE,0.0021348460126036084,0.44499171227961315
2687-1,10,10,10,0,0,FALSE,PEESE,0.1651594554680431,0.01725851648835187,0.0034515715483378877,0.6018742223745916,0.18219487726840977,0.03067897302537156,0.009021839411311187,2.9115829300329954e-9,FALSE,-0.017035421800366685,-9.350110198361985
2687-2,17,17,17,0,0,FALSE,PEESE,0.3242649791982253,0.11729565579689864,0.03666477476004071,0.17849799761813392,0.2452079374361113,0.06973392620899783,0.013131942106774661,0.02846653900474033,FALSE,0.07905704176211398,32.240816748728705
2687-6,9,9,9,0,0,FALSE,PET,-0.08702075843623772,0.14155387572432301,0.6158683353100084,0.491955567348897,0.02752108068590111,0.041798808688207845,0.5755772835339009,1.4755778577754813e-10,FALSE,0.059499677750336606,216.1967345301885
2687-7,15,15,15,0,0,FALSE,PEESE,0.17867482232109283,0.04416173274008768,0.02214898498226435,0.41938560131449726,0.1997331224810273,0.05010681045431064,0.014798170898998172,0.010810019894810813,FALSE,-0.021058300159934457,-10.543218820371065
275-1,17,17,17,0,0,FALSE,PET,0.12701744247611899,0.506210216941015,0.8236290899202616,0.24643923069019935,0.993713932833348,0.20960352083776945,8.113082885110914e-4,0.29699924060927074,FALSE,-0.866696490357229,-87.2179066550916
275-10,14,14,14,0,0,FALSE,PET,-0.12891842024574432,0.36236100630899715,0.7554069873604969,0.40433252767573846,-0.4093782963511957,0.245637003698106,0.1312187489325185,0.45495109127961036,FALSE,-0.2804598761054514,-68.50873106982
275-11,34,34,34,0,0,FALSE,PEESE,-1.148779443788493,0.2308677242012784,5.122971548810816e-4,0.6095871861011732,-1.0704377775320273,0.195724890901806,2.301335996301559e-5,0.43761545988620465,FALSE,0.07834166625646577,7.318656712311501
275-12,17,17,17,0,0,FALSE,PET,-0.6803330622246133,0.6042801194416926,0.2995604863746615,0.8228479479871158,-0.8154741626903874,0.1888310173446594,0.0012420881015385388,2.454537540840222e-6,FALSE,-0.1351411004657741,-16.572088565003792
275-13,19,19,19,0,0,FALSE,PET,-0.4618116106141513,0.3200612676587975,0.2389604838258608,0.14332463199401593,-1.1973213699624352,0.18272485551402673,2.5864559361548486e-5,0.26579363604377193,FALSE,-0.7355097593482839,-61.42960259461165
275-14,7,7,7,0,0,FALSE,PET,2.340018132518759,4.083826144700531,0.6426369354240598,0.6044610351069287,-0.5574948197976971,0.9791376070685704,0.5996946788583509,4.347242653327118,FALSE,1.7825233127210618,319.7380943141142
275-15,20,20,20,0,0,FALSE,PET,0.9437230788204505,0.6655660596641862,0.21945932340008825,0.6153173900447959,0.6271070842540811,0.3180022949472407,0.0752826760022842,0.9752080145911031,FALSE,0.31661599456636935,50.48834601238343
275-16,7,7,7,0,0,FALSE,PET,2.340018132518759,4.083826144700531,0.6426369354240598,0.6044610351069287,-0.5574948197976971,0.9791376070685704,0.5996946788583509,4.347242653327118,FALSE,1.7825233127210618,319.7380943141142
275-2,21,21,21,0,0,FALSE,PET,-0.2543640957510398,0.21365282859534973,0.3123740637245899,0.061089769971976765,-0.8123815240085037,0.1580929822161716,1.2488456877515847e-4,0.2541928972693722,FALSE,-0.5580174282574639,-68.68908410226508
275-3,8,8,8,0,0,FALSE,PET,-0.675933693573945,1.6774040248035247,0.7140863820458225,0.9724045552464176,-0.7496840507670056,0.4040025764231087,0.11353692938155685,0.9656489119020636,FALSE,-0.07375035719306067,-9.837525170450979
275-4,19,18,18,1,1,FALSE,PET,-1.2815649735067849,0.6878898908838519,0.12021198208316101,0.10062298512675298,-0.02750425626313498,0.4143826904078232,0.9479626668619318,2.419985490221546,FALSE,1.25406071724365,4559.515099212175
275-5,14,14,14,0,0,FALSE,PET,-0.5157079178685936,0.5120922674294244,0.3822941241057168,0.4873818502943644,-0.8724611249157497,0.256463409166344,0.005703343207003504,0.5472208641522841,FALSE,-0.3567532070471561,-40.890441632182345
275-6,16,16,16,0,0,FALSE,PET,0.49791747967274946,0.41091428589805384,0.2789006900598533,0.18471416812214558,1.0548586007963807,0.2833913817826824,0.003121385978752873,0.7986782881050972,FALSE,-0.5569411211236313,-52.79770394848756
275-7,8,8,8,0,0,FALSE,PET,2.024172921170136,1.641113527728455,0.3121062177782572,0.5788824093273824,1.1555930564489543,0.5486499933563179,0.09130393599334116,1.4447397558972455,FALSE,0.8685798647211815,75.16312597016277
275-8,15,15,15,0,0,FALSE,PET,0.35686388244329925,0.7378485129503024,0.6467891682665314,0.3685399719638382,0.9672378256517581,0.2710935996249555,0.0035555686205964838,0.7732975187807635,FALSE,-0.6103739432084588,-63.10484629746235
275-9,11,11,11,0,0,FALSE,PET,-0.2268677529017165,0.39040715032088347,0.6302907821067385,0.20684846422773767,0.6325060549444667,0.18620707455213487,0.024433815783549938,0.04791407800398001,FALSE,-0.40563830204275014,-64.13192393523644
276-1,7,7,7,0,0,FALSE,PET,-1.6039169187598954,0.7058231548382421,0.1308586648825081,0.10275725167168698,-0.17082064792078538,0.3460372685759065,0.6433961121037389,0.1101048661730583,FALSE,1.43309627083911,838.9479189328911
276-2,7,7,7,0,0,FALSE,PEESE,-0.5286959491363218,0.14495555591341389,0.09812649479874966,0.14986650101028173,-0.15763501882785538,0.26450759755035613,0.5862123624296502,0.04212231430383945,FALSE,0.37106093030846643,235.392448370677
276-3,5,5,5,0,0,FALSE,PET,-0.8063032399899788,0.21794565000735372,0.14490017550904344,0.1148319138753874,-0.07010934254610247,0.21726800022617113,0.7742730234109408,8.325580084881848e-9,FALSE,0.7361938974438763,1050.0653275414331
