cID,exclusion_reason,n_primary_studies_pet_outlier_removed,n_primary_studies_random_effect_outlier_removed,k_all_data,k_outlier_removed,n_outliers_removed,k_random_effect_outlier_removed,n_random_effect_outliers_removed,pet_peese_method_all_data,pet_peese_method_outlier_removed,pet_peese_estimate_all_data,pet_peese_estimate_outlier_removed,random_effect_estimate_all_data,random_effect_estimate_outlier_removed,random_effect_between_study_variance_all_data,random_effect_within_study_effect_size_variance_all_data,random_effect_between_study_variance_outlier_removed,random_effect_within_study_effect_size_variance_outlier_removed,random_effect_final_model_warnings
1077-2,NA,8,8,8,8,0,8,0,PET,PET,-2.6378897277469444,-2.6378897277469444,-2.257705585527938,-2.257705585527938,3.3679768882034473,0,3.3679768882034473,0,
109-1,NA,10,10,35,35,0,34,1,PET,PET,2.1346323836725767,2.1346323836725767,-0.3604509391372931,-0.3344484395657573,0.34661458506287873,1.0261290700131534e-6,0.2696994983711806,5.74115293895579e-8,
1108-1,NA,6,6,13,13,0,13,0,PET,PET,-0.37001841044692263,-0.37001841044692263,-2.7560119494418607,-2.7560119494418607,116.55620421232273,5.854606375339939,116.55620421232273,5.854606375339939,
1108-3,NA,11,11,24,24,0,24,0,PET,PET,-1.1897852429738514,-1.1897852429738514,-5.057823397913609,-5.057823397913609,223.93420995609617,13.766713292007573,223.93420995609617,13.766713292007573,
1111-1,NA,27,27,146,144,2,144,2,PET,PET,-0.09229136760771461,-0.039518463283869223,-0.10242111294351541,-0.06373090674065263,0.07422111647434888,0.23660943245810434,0.06001767273459389,0.13375836286533055,Ratio of largest to smallest sampling variance extremely large. May not be able to obtain stable results.
1111-2,NA,16,16,109,108,1,108,1,PET,PET,-0.20577738113752644,-0.21571530514636444,-0.29427055668685825,-0.2538587840569568,0.21113929363365777,0.2080839607685179,0.18112559376804716,0.16537351966628536,
1111-3,NA,65,65,432,419,13,420,12,PEESE,PEESE,-0.4304203500516294,-0.4114787052242758,-0.43513837091179386,-0.41305699188794504,0.22201390500518137,0.697674497571907,0.17828605457096922,0.3957249086257105,
1117-1,NA,67,67,882,868,14,868,14,PEESE,PEESE,0.4000636411576409,0.4093546484951321,0.3980108751485343,0.41025055179602354,0.23542578607316927,0.27275137614162337,0.20335231798989523,0.1553906588621141,
1117-2,NA,50,50,1217,1196,21,1196,21,PEESE,PEESE,-0.13940823886886897,-0.12647472011180194,-0.15298663109732416,-0.1363328700097137,0.06009682150642518,0.42365300626167496,0.0629711002415017,0.28198702977354967,
1125-1,NA,97,97,587,576,11,576,11,PEESE,PEESE,-0.7354619006020047,-0.7181608299869107,-0.8239075430125307,-0.7682486287624751,0.5623743113143435,0.08373053352806016,0.34422684691487754,4.060085639797955e-7,
1125-2,NA,103,103,353,350,3,350,3,PET,PET,-0.8081255688204705,-0.7225850895986552,-0.5904774024131266,-0.5713121746524904,0.39589031461870694,4.578031354111266e-8,0.3320370550686569,4.7106199184700675e-8,
1125-3,NA,40,40,134,133,1,133,1,PET,PET,-0.6747889196270399,-0.5495745244488812,-0.5883631736654313,-0.5688231712576403,0.32299013621623734,2.924795400226287e-7,0.28988358836937056,7.981626250371042e-8,
1125-4,NA,49,49,199,199,0,199,0,PET,PET,-1.125710323080917,-1.125710323080917,-1.148592329102296,-1.148592329102296,1.358481632209533,0.10534676103498815,1.358481632209533,0.10534676103498815,
1138-1,NA,10,10,71,70,1,70,1,PET,PET,-0.03174701095447292,-0.11792755651195498,-0.13669339697796215,-0.12583888705118274,3.575611736580523e-5,0.06742244202532292,5.536654084064941e-10,0.05988606497521796,
1138-11,NA,7,7,66,66,0,66,0,PET,PET,0.026892399258131878,0.026892399258131878,-0.04617325748910786,-0.04617325748910786,0.002905680217499033,0.052813194766860194,0.002905680217499033,0.052813194766860194,
1138-2,NA,9,9,54,54,0,54,0,PET,PET,0.06133978886262262,0.06133978886262262,-0.061428616158796134,-0.061428616158796134,0.09765758830508182,0.014844009531049819,0.09765758830508182,0.014844009531049819,
1138-3,NA,10,10,71,71,0,71,0,PET,PET,-0.0011338658468716019,-0.0011338658468716019,0.005204875452362968,0.005204875452362968,2.1983954464096396e-10,4.923485181409235e-4,2.1983954464096396e-10,4.923485181409235e-4,
1138-4,NA,9,9,54,54,0,54,0,PET,PET,-0.022918327599427066,-0.022918327599427066,-0.0030595117293817768,-0.0030595117293817768,1.0314034728653497e-10,1.7222180922871193e-10,1.0314034728653497e-10,1.7222180922871193e-10,
1138-5,NA,9,10,71,70,1,71,0,PEESE,PEESE,0.20247878602268726,0.1518805166839739,0.2276287372679338,0.2276287372679338,0.018605690035228457,0.009293386178495745,0.018605690035228457,0.009293386178495745,
1138-6,NA,9,9,54,54,0,54,0,PEESE,PEESE,0.15770324431057073,0.15770324431057073,0.15720955045351945,0.15720955045351945,0.0045229857261239416,0.0039493978368294515,0.0045229857261239416,0.0039493978368294515,
1138-7,NA,6,6,53,53,0,53,0,PET,PET,-0.02729348413481742,-0.02729348413481742,-0.10329629371013183,-0.10329629371013183,4.8419483151815135e-9,0.0974068360432022,4.8419483151815135e-9,0.0974068360432022,
1138-8,NA,5,5,49,49,0,49,0,PET,PET,0.06751206258172304,0.06751206258172304,-0.11649213270811518,-0.11649213270811518,5.164172217619737e-9,0.1844425397853762,5.164172217619737e-9,0.1844425397853762,
1138-9,NA,7,7,66,66,0,66,0,PET,PET,-0.5148242614314045,-0.5148242614314045,-0.2679328469048675,-0.2679328469048675,1.045029858089906e-8,0.16346661276794808,1.045029858089906e-8,0.16346661276794808,
1187-1,NA,31,31,210,207,3,206,4,PEESE,PEESE,0.1255490727740169,0.11473949737321221,0.12799797314967812,0.11237168881328455,0.09723937074597384,0.0653914670949171,0.07854908352248653,0.05544419485863977,
1187-2,NA,16,16,56,56,0,56,0,PEESE,PEESE,-0.15341908574702096,-0.15341908574702096,-0.14894373220976398,-0.14894373220976398,0.04306972035947907,0.05700335799866657,0.04306972035947907,0.05700335799866657,
1187-3,NA,15,15,73,71,2,71,2,PET,PET,-0.002399231885885319,0.04696978281335816,-0.021643460871755317,0.020607159172806033,0.08537887581390416,0.06528962843215541,0.049507062302199464,0.04085353205659899,
1192-1,NA,14,14,46,45,1,46,0,PET,PET,-0.01885261370605052,-0.2046565939912789,-1.972953118459589e-4,-1.972953118459589e-4,0.15277162410170048,0.1731680774006041,0.15277162410170048,0.1731680774006041,
1192-2,NA,33,33,84,84,0,84,0,PEESE,PEESE,-0.039658786917165,-0.039658786917165,-0.022081762854631457,-0.022081762854631457,0.01187229515751412,0.0016704762225936902,0.01187229515751412,0.0016704762225936902,
1197-1,NA,23,23,359,352,7,352,7,PEESE,PEESE,0.1472188250983525,0.13006508712943815,0.12967219878762745,0.11765197387202256,0.022652853634335005,0.004691985994065855,0.013357124001180883,0.004510764867375172,
1197-10,NA,5,5,111,109,2,109,2,PET,PET,0.19284051513293704,0.20652725693069238,0.23464812674075802,0.24643632982305547,0.011767739088909124,0.25578746234763367,0.010532083140440723,0.157299090566777,
1197-11,NA,6,6,162,160,2,160,2,PET,PET,0.10807227463089396,0.09116035822332132,0.16135311429103,0.14302178954518838,0.008242827878493078,0.06690490572026273,0.008341513120831305,0.05044531805577077,
1197-12,NA,16,16,274,270,4,270,4,PET,PET,-0.04237626122722591,0.013503949151096586,0.06967633414496321,0.05603996313021686,0.07681521779907151,0.07686796210567123,0.0695037363687099,0.07158688186318586,
1197-13,NA,13,13,163,162,1,162,1,PET,PET,-0.02914804416061708,-0.027531550770490364,0.07486202632967788,0.07068899574052695,0.060911728190496,0.044132175261178005,0.058877749006429884,0.03869496632450041,
1197-14,NA,15,15,255,252,3,252,3,PET,PET,0.2804524594029201,0.37321631176112674,0.1385376957049401,0.07563472655454033,0.16007185559772627,0.25141264332702123,0.08119604755134704,0.11900945952700086,
1197-15,NA,13,13,163,161,2,162,1,PET,PEESE,0.10658873167276511,0.5698633780969244,0.08206212179601906,0.07869888313231528,0.058535017054928896,0.06616312567062776,0.05641889959825295,0.061916231697618805,
1197-18,NA,11,11,90,90,0,90,0,PET,PET,0.02291484219819748,0.02291484219819748,0.08432292419978546,0.08432292419978546,0.01634020634379331,0.015311276276928177,0.01634020634379331,0.015311276276928177,
1197-2,NA,18,18,350,346,4,346,4,PET,PET,-0.08231143614607135,-0.09142007251999468,-0.054655315595892,-0.0468000549357571,0.014663260158073987,0.03988981517444493,0.010538936491723392,0.028647807470423583,
1197-5,NA,9,9,129,128,1,128,1,PET,PET,-0.08207592010092947,-0.08327896788355489,0.002087752339106057,4.8224183972190486e-4,0.0026003211274996905,0.005779535276559742,0.001940609043489544,0.0044790525302116505,
1197-6,NA,13,13,365,362,3,362,3,PET,PET,0.024821180006129914,0.01794198337609008,0.011232008228348392,0.012122574586888443,0.005839295669356837,0.026932946898832792,0.006588186072731491,0.02254329075480033,
1197-7,NA,9,9,220,217,3,217,3,PET,PEESE,0.1102649418768792,0.1543237811916984,0.15600190143376189,0.1409873546780498,0.0337748520976721,0.0560580760055446,0.018126235444441113,0.048096348129142964,
1209-10,NA,18,18,141,138,3,138,3,PEESE,PEESE,0.6836941463739669,0.589578242124523,0.6534660776942861,0.5996122735270458,0.06387180399804075,0.3846075546191694,0.0362170338162002,0.29401082705768417,
1209-2,NA,13,13,144,144,0,141,3,PET,PET,0.14451951293085735,0.14451951293085735,-0.31082877440770834,-0.27913464655203185,0.2127827886720759,0.5306922979570161,0.21602323013144528,0.4149925964524269,
1209-5,NA,17,17,153,147,6,150,3,PET,PET,0.05348571727866932,-0.05833646760270074,-0.3103773784487887,-0.27735497307666024,0.25945905651193174,0.5748318983574195,0.21418381490386323,0.33965217774957485,
1209-7,NA,11,11,87,87,0,87,0,PEESE,PEESE,1.1769896200652874,1.1769896200652874,1.159021852312619,1.159021852312619,0.7554279356861919,0.7327236692495465,0.7554279356861919,0.7327236692495465,
1209-9,NA,5,5,77,76,1,74,3,PET,PET,-0.0030269660533048387,-0.002984974331606858,-0.23790882363613935,-0.19074593781106353,0.027545448291784767,0.08479867268968956,0.01923393409466501,0.04996831574389103,
125-1,NA,18,18,215,214,1,204,11,PET,PET,-0.05309747413070067,-0.05637105691689363,0.03094751889151594,0.019734373006031935,0.0024910772217696,0.007109309937575342,0.002115791688232424,0.003311724218866021,
125-2,NA,22,22,199,198,1,197,2,PET,PET,0.025593705783261894,0.02934231387179237,0.0761181941434213,0.06198591191333239,0.00981847113475857,0.005618522015653143,0.004855744362667981,0.0053289456555754644,
125-3,NA,12,12,81,78,3,78,3,PEESE,PEESE,0.044026893546560385,0.03338591316217625,0.042670582008386256,0.03292063649437301,0.001950236530337431,0.005013735127724642,0.0015402337220948694,0.0015390292440687597,
125-4,NA,7,7,66,65,1,65,1,PET,PET,0.022437057923674047,0.0052245155143292,0.010052191124960778,-0.0017349243962511665,0.004270776363054656,0.0011199498901976758,6.474555931030676e-10,8.360725596492737e-4,
127-1,NA,7,7,9,9,0,9,0,PET,PET,1.3287181350335833,1.3287181350335833,1.1044516368054036,1.1044516368054036,6.48581491821378e-7,2.1646669326237937,6.48581491821378e-7,2.1646669326237937,
127-2,NA,6,6,8,8,0,8,0,PET,PET,0.6303755472338838,0.6303755472338838,0.050723498864647,0.050723498864647,1.3866199747864572e-6,1.5654791821159209,1.3866199747864572e-6,1.5654791821159209,
127-3,NA,5,5,7,7,0,7,0,PET,PET,-0.13115387452047536,-0.13115387452047536,1.0209472093485676,1.0209472093485676,0.2396963744833272,1.4437559422937143,0.2396963744833272,1.4437559422937143,
127-8,NA,6,6,8,8,0,8,0,PEESE,PEESE,2.653354490242097,2.653354490242097,2.297766938616651,2.297766938616651,5.024823858657765e-7,9.45503571094029e-8,5.024823858657765e-7,9.45503571094029e-8,
127-9,NA,5,5,7,7,0,7,0,PEESE,PEESE,2.212139886823427,2.212139886823427,1.2097893543109268,1.2097893543109268,1.1521473054162787e-6,1.4203701701082045,1.1521473054162787e-6,1.4203701701082045,
128-1,NA,10,10,43,42,1,42,1,PET,PET,-0.012225895560161446,-0.3079173996480812,-0.6348396671115533,-0.595399056253649,0.1943609139492381,0.2622472996902519,0.2202608312239866,0.15116124859224,
128-4,NA,46,46,234,227,7,227,7,PEESE,PEESE,-0.18147989771568807,-0.15293350462571537,-0.1987216990036015,-0.15748645556561458,0.02613572592035575,0.08658632979218217,0.02009277657262751,0.04261584489524754,
128-5,NA,34,34,147,145,2,145,2,PET,PET,-0.04442828816453473,0.03642355470850714,-0.32315480474553676,-0.1558232132090156,0.6409140535849257,0.03148537444263274,0.0365091418500287,0.02505702968681988,
1293-1,NA,8,8,34,33,1,34,0,PET,PET,-0.4531326180937935,-1.9179391002631228,-0.06407401137168647,-0.06407401137168647,0.5860281912845127,8.718825304993997e-8,0.5860281912845127,8.718825304993997e-8,
1306-1,NA,6,6,17,17,0,17,0,PET,PET,0.20047925876223005,0.20047925876223005,0.09939426718570997,0.09939426718570997,0.10007137361275618,2.479833605760962e-10,0.10007137361275618,2.479833605760962e-10,
1307-1,NA,32,32,67,66,1,66,1,PEESE,PEESE,16.731814229340213,17.002816684521623,19.409067716739038,18.319363707583815,86.74228920015247,404.2938440130322,108.20085777940379,313.78634808412784,
134-11,NA,6,6,6,6,0,6,0,PET,PET,0.008524186092318711,0.008524186092318711,0.005425759005818925,0.005425759005818925,9.366617407475155e-4,0,9.366617407475155e-4,0,
134-12,NA,5,5,5,5,0,5,0,PET,PET,0.0204710175220953,0.0204710175220953,-0.004781242358604409,-0.004781242358604409,3.425591796637632e-4,0,3.425591796637632e-4,0,
134-15,NA,5,5,5,5,0,5,0,PET,PET,0.043962978477532604,0.043962978477532604,-0.003020346132133133,-0.003020346132133133,0.004220000258878829,0,0.004220000258878829,0,
134-2,NA,9,9,10,10,0,10,0,PET,PET,0.043915045794540294,0.043915045794540294,0.04670203275873632,0.04670203275873632,2.621721688070215e-9,0.011209362406712026,2.621721688070215e-9,0.011209362406712026,
134-3,NA,7,7,7,7,0,7,0,PET,PET,0.1675250656944719,0.1675250656944719,0.11716142707413096,0.11716142707413096,0.016350263816158547,0,0.016350263816158547,0,
134-5,NA,5,5,5,5,0,5,0,PET,PET,-0.01766966845271545,-0.01766966845271545,-0.0118883674920044,-0.0118883674920044,3.6350915772215004e-11,0,3.6350915772215004e-11,0,
134-8,NA,5,5,5,5,0,5,0,PET,PET,0.1897777970501317,0.1897777970501317,0.31786140376690575,0.31786140376690575,0.07727963837435572,0,0.07727963837435572,0,
1346-1,NA,8,8,9,9,0,9,0,PET,PET,-0.07954853049481134,-0.07954853049481134,0.005489439693108167,0.005489439693108167,2.581229772893036e-8,0.0958592987798537,2.581229772893036e-8,0.0958592987798537,
1349-1,NA,8,8,8,8,0,8,0,PET,PET,-0.5843754448159149,-0.5843754448159149,-0.13903232682965322,-0.13903232682965322,0.0858566103999599,0,0.0858566103999599,0,
1349-2,NA,5,5,8,8,0,8,0,PET,PET,0.4402133899586936,0.4402133899586936,-0.930624254954211,-0.930624254954211,5.846825175441501e-4,0.004234837033320716,5.846825175441501e-4,0.004234837033320716,
1349-4,NA,5,5,5,5,0,5,0,PET,PET,-0.7109147216773426,-0.7109147216773426,-0.3696917557275273,-0.3696917557275273,0.24136422977547511,0,0.24136422977547511,0,
1349-5,NA,5,5,5,5,0,5,0,PET,PET,-0.3247221496986643,-0.3247221496986643,-0.8719542670159406,-0.8719542670159406,0.7358986424968371,0,0.7358986424968371,0,
135-1,NA,27,27,41,40,1,40,1,PEESE,PEESE,29.044435615328176,28.98750197584558,42.13266225703853,35.84042366072677,233.56687404430892,1.2678215757292374e-5,71.09100873302123,1.5332700177360198e-5,
135-2,NA,6,6,6,6,0,6,0,PEESE,PEESE,33.22280950714687,33.22280950714687,33.304820952208075,33.304820952208075,955.4262360759815,0,955.4262360759815,0,Ratio of largest to smallest sampling variance extremely large. May not be able to obtain stable results.
135-3,NA,17,17,27,27,0,27,0,PEESE,PEESE,2.0624439772122067,2.0624439772122067,2.125228958549804,2.125228958549804,2.588917822584367,0.022580022350151198,2.588917822584367,0.022580022350151198,
135-4,NA,18,18,27,27,0,27,0,PEESE,PEESE,7.480463584343885,7.480463584343885,7.505846036361575,7.505846036361575,6.40686389618624,0.29461099002840363,6.40686389618624,0.29461099002840363,Ratio of largest to smallest sampling variance extremely large. May not be able to obtain stable results.
135-5,NA,11,11,20,20,0,20,0,PET,PET,22.09251582654394,22.09251582654394,27.731762569212155,27.731762569212155,549.7325885919544,25.420082482744895,549.7325885919544,25.420082482744895,
135-6,NA,18,18,35,35,0,35,0,PEESE,PEESE,22.43093639823059,22.43093639823059,24.94656868475293,24.94656868475293,151.73119471666686,4.405279989470605,151.73119471666686,4.405279989470605,
135-7,NA,29,29,96,94,2,94,2,PEESE,PEESE,0.012224324199725804,0.012275533981032238,0.012996804017089227,0.012936266912791318,3.819389663530449e-5,2.1679284878969824e-4,8.374091286843367e-5,1.0692373089472279e-4,
1350-1,NA,19,19,19,19,0,19,0,PEESE,PEESE,0.14596290923760924,0.14596290923760924,0.16073799779299539,0.16073799779299539,0.01174465398949829,0,0.01174465398949829,0,
1350-2,NA,12,12,12,12,0,12,0,PET,PET,0.006819939436846726,0.006819939436846726,0.09237171863346544,0.09237171863346544,0.011141850003789259,0,0.011141850003789259,0,
1350-3,NA,16,16,16,16,0,16,0,PET,PET,0.02569355889377893,0.02569355889377893,0.056167673854255994,0.056167673854255994,0.0037266859501904393,0,0.0037266859501904393,0,
1369-1,NA,15,15,16,16,0,16,0,PET,PET,0.023683601292678873,0.023683601292678873,0.09830937445010429,0.09830937445010429,0.016334444204490945,0.0010419507208795588,0.016334444204490945,0.0010419507208795588,
1370-1,NA,8,8,16,16,0,16,0,PET,PET,0.031657986914522804,0.031657986914522804,0.23894725156576285,0.23894725156576285,0.021046609709668863,0.02706507819151082,0.021046609709668863,0.02706507819151082,
1408-1,NA,7,7,16,16,0,16,0,PET,PET,0.03651547592540699,0.03651547592540699,0.1675326354839893,0.1675326354839893,0.00328844430118104,0.020096030241127782,0.00328844430118104,0.020096030241127782,
1408-2,NA,8,8,20,20,0,20,0,PEESE,PEESE,0.7800695025415388,0.7800695025415388,0.6978198060170062,0.6978198060170062,0.016123587864798544,0.023022711871106688,0.016123587864798544,0.023022711871106688,
1408-4,NA,11,11,40,40,0,40,0,PEESE,PEESE,0.24490470596898542,0.24490470596898542,0.26602956093214175,0.26602956093214175,0.02789475031377019,0.027734459847088545,0.02789475031377019,0.027734459847088545,
1412-1,NA,8,8,10,10,0,10,0,PET,PET,-0.08199262241084174,-0.08199262241084174,0.24122556655926516,0.24122556655926516,4.365406646962168e-8,0.03761114605272684,4.365406646962168e-8,0.03761114605272684,
1412-2,NA,9,9,11,11,0,11,0,PET,PET,-0.025909412800894534,-0.025909412800894534,0.10521672034001102,0.10521672034001102,0.004202457790417037,1.716295503666014e-9,0.004202457790417037,1.716295503666014e-9,
142-1,NA,169,169,992,992,0,992,0,PEESE,PEESE,0.1774545291496002,0.1774545291496002,0.1764843030996607,0.1764843030996607,0.010075004391165725,0.012806355520978157,0.010075004391165725,0.012806355520978157,
142-10,NA,27,27,131,130,1,130,1,PET,PET,0.07751938273968806,0.07275937307398445,0.07928981790583713,0.07840813376277872,0.009853978144665715,0.017481422715574624,0.009237150645080563,0.016372080599114894,
142-11,NA,13,13,32,32,0,32,0,PET,PET,0.0752507552947507,0.0752507552947507,0.07076363245864281,0.07076363245864281,0.00859178072444184,0.043150446281951756,0.00859178072444184,0.043150446281951756,
142-12,NA,22,22,109,109,0,109,0,PET,PET,0.04485675338232227,0.04485675338232227,0.0687199191815857,0.0687199191815857,0.009273049760893912,0.01504751716857577,0.009273049760893912,0.01504751716857577,
142-13,NA,25,25,214,214,0,214,0,PET,PET,0.0067138470142539056,0.0067138470142539056,0.026142309403838715,0.026142309403838715,0.0010872478516601495,0.0013679277561079609,0.0010872478516601495,0.0013679277561079609,
142-14,NA,13,13,68,68,0,68,0,PET,PET,-0.08449374369892848,-0.08449374369892848,-0.1428593171524747,-0.1428593171524747,0.08594905206984943,0.05221696318499783,0.08594905206984943,0.05221696318499783,
142-2,NA,29,29,102,101,1,101,1,PEESE,PEESE,0.15194442507540148,0.1477259186040566,0.15541885786309392,0.15649856088283104,0.005605445729953175,0.00470550835263658,0.005157342243056474,0.004637234731479912,
142-3,NA,20,20,91,91,0,91,0,PET,PET,-0.03773594480659782,-0.03773594480659782,0.004803082255379071,0.004803082255379071,0.001053229367742371,0.0026813344300132195,0.001053229367742371,0.0026813344300132195,
142-4,NA,40,40,183,183,0,183,0,PET,PET,-0.0030313086208218322,-0.0030313086208218322,0.02135420961680913,0.02135420961680913,0.0038345325665864534,0.0015649039579290977,0.0038345325665864534,0.0015649039579290977,
142-5,NA,37,37,144,143,1,144,0,PEESE,PEESE,0.3694745899109376,0.3544890236560682,0.3880323200587581,0.3880323200587581,0.08064890565592331,0.01183160424756066,0.08064890565592331,0.01183160424756066,
142-6,NA,15,15,45,45,0,45,0,PEESE,PEESE,0.2516816052658156,0.2516816052658156,0.30622113825687447,0.30622113825687447,0.01919601835711532,0.017402096908773233,0.01919601835711532,0.017402096908773233,
142-7,NA,7,7,21,21,0,21,0,PEESE,PEESE,0.20019461401294839,0.20019461401294839,0.19749861447137312,0.19749861447137312,0.017524111543251175,0.0025932873973260823,0.017524111543251175,0.0025932873973260823,
142-8,NA,81,81,363,362,1,363,0,PEESE,PEESE,0.09985642016419681,0.0979629199512527,0.09521479441450342,0.09521479441450342,0.005814653255343826,0.02336588478383834,0.005814653255343826,0.02336588478383834,
142-9,NA,53,53,188,188,0,188,0,PEESE,PEESE,0.09233340060407105,0.09233340060407105,0.0788556964247972,0.0788556964247972,0.017590880163755703,0.033428519454698914,0.017590880163755703,0.033428519454698914,
1421-1,NA,16,16,31,31,0,31,0,PEESE,PEESE,0.1948138319354496,0.1948138319354496,0.1724222235900002,0.1724222235900002,0.006876932733993002,0.03399311891626954,0.006876932733993002,0.03399311891626954,
1421-2,NA,16,16,25,25,0,25,0,PET,PET,0.17482972951087433,0.17482972951087433,0.23018235152074137,0.23018235152074137,0.02360814391788799,0.01195674702482487,0.02360814391788799,0.01195674702482487,
1421-3,NA,22,22,32,32,0,32,0,PEESE,PEESE,0.2325312292706574,0.2325312292706574,0.23528046288645715,0.23528046288645715,0.008134215525577288,0.02204959769719389,0.008134215525577288,0.02204959769719389,
1471-1,NA,70,72,180,170,10,174,6,PET,PEESE,-0.21365321355104655,2.674451664708954,14.257527517348482,7.817932452852042,460.3427578564362,2270.716206328296,200.47318297604465,749.5044385105571,
1491-1,NA,31,31,63,63,0,63,0,PET,PET,0.3656085449597504,0.3656085449597504,0.41500800589981707,0.41500800589981707,0.5619979954419502,0.19459937794338134,0.5619979954419502,0.19459937794338134,
1491-2,NA,8,8,10,10,0,10,0,PET,PET,0.31697296719356133,0.31697296719356133,0.38687573497987165,0.38687573497987165,1.1941502355891643e-9,1.1303482967312888e-8,1.1941502355891643e-9,1.1303482967312888e-8,
1491-3,NA,13,13,22,22,0,22,0,PET,PET,1.306116317932572,1.306116317932572,0.3206153732380805,0.3206153732380805,0.46479170988797425,0.5353365326574149,0.46479170988797425,0.5353365326574149,
1491-4,NA,13,13,23,23,0,23,0,PET,PET,0.5506284973916027,0.5506284973916027,-0.3499893030936341,-0.3499893030936341,0.5125633239464573,0.06556992321150225,0.5125633239464573,0.06556992321150225,
1491-5,NA,6,6,13,13,0,13,0,PET,PET,0.6593763457859618,0.6593763457859618,-0.9191636540553846,-0.9191636540553846,2.0544877572573204,1.643045626754705e-6,2.0544877572573204,1.643045626754705e-6,
1491-6,NA,10,10,13,13,0,13,0,PET,PET,-0.9343952363385366,-0.9343952363385366,-0.057828096381659026,-0.057828096381659026,3.4526148141251567e-7,0.005945252267740617,3.4526148141251567e-7,0.005945252267740617,
1491-8,NA,7,6,11,11,0,10,1,PET,PET,-1.54013325285396,-1.54013325285396,0.526221320898034,0.37037397915877945,0.4274564286446199,2.1056965168328434e-7,0.2614034744492447,1.977060227629005e-7,
15-1,NA,20,20,21,21,0,21,0,PET,PET,0.6073234190045959,0.6073234190045959,3.0201826028486125,3.0201826028486125,7.956393164948552,3.2353096539982517e-7,7.956393164948552,3.2353096539982517e-7,
15-2,NA,8,8,9,9,0,9,0,PET,PET,0.37608809809720445,0.37608809809720445,4.775860281358433,4.775860281358433,39.29053307137911,8.791121639746911e-6,39.29053307137911,8.791121639746911e-6,
15-3,NA,8,8,9,9,0,9,0,PET,PET,0.37608809809720445,0.37608809809720445,4.775860281358433,4.775860281358433,39.29053307137911,8.791121639746911e-6,39.29053307137911,8.791121639746911e-6,
15-4,NA,11,11,11,11,0,11,0,PET,PET,0.5228128442469253,0.5228128442469253,0.2907813155324025,0.2907813155324025,18.007730979568823,0,18.007730979568823,0,
1500-1,NA,11,10,14,14,0,13,1,PET,PET,0.014644268404933427,0.014644268404933427,0.03073162197431155,0.028964051363608103,3.999217501915658e-4,1.2567486213230225e-9,3.571638151679135e-4,1.9337974567908593e-9,
1501-1,NA,9,9,43,43,0,43,0,PET,PET,0.35482288549479235,0.35482288549479235,0.5260827617991214,0.5260827617991214,0.0030970879749768663,0.06948027757872746,0.0030970879749768663,0.06948027757872746,
1501-10,NA,11,11,82,82,0,82,0,PEESE,PEESE,0.21889160252715878,0.21889160252715878,0.3149200815488217,0.3149200815488217,0.006912659892469596,0.02373852219762399,0.006912659892469596,0.02373852219762399,
1501-11,NA,8,8,48,48,0,47,1,PET,PET,0.005385027160156441,0.005385027160156441,0.3722853445350799,0.35326791653939116,0.020674500396769584,0.015391309797829796,0.018690267332893022,1.1150306721598489e-8,
1501-2,NA,6,6,71,70,1,70,1,PET,PET,0.07989910745920828,0.04689769789228797,0.24612372437631802,0.24185015844799304,0.006515230018125196,0.01814960266662942,0.006683075437292047,0.012919205010102207,
1501-3,NA,13,13,56,56,0,55,1,PET,PET,0.1513297993049333,0.1513297993049333,0.3651800584378578,0.36230518527531963,0.030357995292106178,0.018988186309410685,0.030649082531293514,0.014180558768830426,
1501-5,NA,16,16,41,41,0,41,0,PET,PET,0.2018304768982785,0.2018304768982785,0.46194766630799344,0.46194766630799344,0.03843219968965811,0.028857933073375207,0.03843219968965811,0.028857933073375207,
1501-7,NA,9,9,25,24,1,24,1,PET,PET,0.15191615682377793,0.13176225255072477,0.3277593962847991,0.2883284686618194,7.057816084086403e-4,0.03263294790160606,6.325994947607012e-10,0.008333849825715159,
1501-8,NA,9,9,18,18,0,18,0,PEESE,PEESE,0.5348758791278903,0.5348758791278903,0.5240482120218792,0.5240482120218792,1.7955610080827683e-9,0.08217606242934532,1.7955610080827683e-9,0.08217606242934532,
1503-1,NA,21,20,94,92,2,91,3,PET,PEESE,0.45061696239275595,0.2219935918598209,-0.6550291130835568,-0.4738291134937051,1.6756450501311453,0.07990405555265474,0.663998430884119,0.07845522497100718,
1503-2,NA,22,21,93,93,0,87,6,PEESE,PEESE,-0.0946341465644623,-0.0946341465644623,-0.3625696163502496,-0.18471314571831274,0.7846760408988132,0.12234307671542358,0.2713032422822994,0.05516505488669329,
1503-3,NA,9,9,49,49,0,49,0,PEESE,PEESE,-0.36285462951811065,-0.36285462951811065,-1.1426855521350987,-1.1426855521350987,0.9933314164061923,1.711891994502384,0.9933314164061923,1.711891994502384,
1503-4,NA,14,14,53,53,0,53,0,PET,PET,0.3827632390916729,0.3827632390916729,-0.318171503186403,-0.318171503186403,0.029330549408466793,2.404509294263371e-6,0.029330549408466793,2.404509294263371e-6,
1520-2,NA,6,6,13,13,0,13,0,PET,PET,0.15304429913392736,0.15304429913392736,-0.17977329380024268,-0.17977329380024268,3.2222508888528693e-7,0.5921685310842933,3.2222508888528693e-7,0.5921685310842933,
